Column1,Emp_Id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,Status,Satisfaction
9545,IND26337,34%,0.49,4,149,3,,0,,technical,medium,Stayed,0.34
9546,IND27796,95%,0.95,4,137,4,,0,,management,medium,Stayed,0.95
9547,IND17995,72%,0.73,5,167,3,,0,,marketing,medium,Stayed,0.72
9548,IND02338,61%,0.37,4,165,6,,0,,marketing,medium,Stayed,0.61
9549,IND18116,39%,0.39,2,131,2,,0,,marketing,high,Stayed,0.39
9550,IND34229,72%,0.59,5,138,2,,0,,sales,low,Stayed,0.72
9551,IND44799,86%,0.91,4,234,3,1,0,,sales,medium,Stayed,0.86
9552,IND18938,69%,0.67,4,141,3,,0,,sales,medium,Stayed,0.69
9553,IND44595,50%,0.65,4,266,3,1,0,,sales,medium,Stayed,0.5
9554,IND31775,62%,0.68,3,134,2,,0,,sales,medium,Stayed,0.62
9555,IND37786,76%,0.55,4,147,3,,0,,sales,low,Stayed,0.76
9556,IND38879,97%,0.88,4,237,4,,0,,sales,low,Stayed,0.97
9557,IND02795,78%,0.57,5,114,4,,0,,sales,low,Stayed,0.78
9558,IND28828,81%,0.89,4,166,2,1,0,,sales,low,Stayed,0.81
9559,IND05127,15%,0.95,4,173,5,1,0,,sales,low,Stayed,0.15
9560,IND11360,72%,0.5,3,205,3,1,0,,sales,low,Stayed,0.72
9561,IND14927,80%,0.5,3,219,3,,0,,sales,low,Stayed,0.8
9562,IND19472,76%,0.74,3,173,2,,0,,sales,low,Stayed,0.76
9563,IND14780,19%,0.73,4,231,3,,0,,sales,low,Stayed,0.19
9564,IND27061,75%,0.75,5,133,2,,0,,sales,low,Stayed,0.75
9565,IND32330,94%,0.49,4,220,3,,0,,sales,low,Stayed,0.94
9566,IND14644,93%,0.59,5,158,3,,0,,sales,low,Stayed,0.93
9567,IND34143,96%,0.92,3,182,4,,0,,sales,low,Stayed,0.96
9568,IND44603,14%,0.57,6,275,5,,0,,sales,low,Stayed,0.14
9569,IND20298,75%,0.71,3,237,3,1,0,,accounting,low,Stayed,0.75
9570,IND20932,60%,0.59,5,146,4,,0,,accounting,low,Stayed,0.6
9571,IND27253,65%,0.48,4,144,3,,0,,accounting,low,Stayed,0.65
9572,IND15166,59%,0.79,2,195,3,,0,,hr,low,Stayed,0.59
9573,IND0600,93%,0.78,5,191,4,,0,,hr,medium,Stayed,0.93
9574,IND15845,50%,1,3,149,2,,0,,hr,medium,Stayed,0.5
9575,IND30147,62%,0.55,4,137,3,1,0,,hr,medium,Stayed,0.62
9576,IND40528,24%,0.58,3,184,5,1,0,,technical,medium,Stayed,0.24
9577,IND31376,66%,0.87,4,139,3,,0,,technical,medium,Stayed,0.66
9578,IND40011,55%,0.95,4,249,4,,0,,technical,medium,Stayed,0.55
9579,IND41584,91%,0.66,3,168,3,,0,,technical,medium,Stayed,0.91
9580,IND10343,59%,0.51,2,145,5,,0,,technical,medium,Stayed,0.59
9581,IND17534,74%,0.54,5,221,3,,0,,technical,medium,Stayed,0.74
9582,IND16109,43%,0.51,2,123,3,,0,,technical,medium,Stayed,0.43
9583,IND06562,85%,0.99,6,153,6,,0,,technical,medium,Stayed,0.85
9584,IND12908,46%,0.54,3,183,4,,0,,technical,medium,Stayed,0.46
9585,IND26039,48%,0.56,4,271,3,,0,,technical,high,Stayed,0.48
9586,IND40936,96%,1,4,167,2,1,0,,technical,low,Stayed,0.96
9587,IND0388,55%,0.9,4,177,3,,0,,support,medium,Stayed,0.55
9588,IND06301,82%,0.74,3,256,3,1,0,,support,medium,Stayed,0.82
9589,IND19129,24%,0.65,3,143,4,,0,,support,medium,Stayed,0.24
9590,IND34978,69%,0.71,3,241,3,,0,,support,medium,Stayed,0.69
9591,IND40665,29%,0.68,4,210,3,,0,,support,low,Stayed,0.29
9592,IND02208,53%,0.7,4,155,5,1,0,,support,low,Stayed,0.53
9593,IND05829,65%,0.77,2,248,3,,0,,support,low,Stayed,0.65
9594,IND29348,57%,0.53,3,162,3,,0,,support,low,Stayed,0.57
9595,IND32347,60%,0.5,4,137,3,,0,,support,low,Stayed,0.6
9596,IND33594,79%,0.55,5,242,2,,0,,support,low,Stayed,0.79
9597,IND10858,41%,0.5,6,257,6,1,0,,support,low,Stayed,0.41
9598,IND16821,79%,0.72,5,245,3,1,0,,technical,low,Stayed,0.79
9599,IND03219,50%,0.8,3,234,3,,0,,technical,low,Stayed,0.5
9600,IND21104,80%,0.76,4,135,2,,0,,technical,low,Stayed,0.8
9601,IND41743,61%,0.79,5,269,2,,0,,management,low,Stayed,0.61
9602,IND15525,99%,0.68,4,238,3,,0,,IT,low,Stayed,0.99
9603,IND28359,77%,0.86,3,101,5,,0,,IT,low,Stayed,0.77
9604,IND10493,70%,0.52,5,200,2,1,0,,IT,low,Stayed,0.7
9605,IND35373,55%,0.87,3,241,4,,0,,IT,low,Stayed,0.55
9606,IND37877,87%,0.63,3,143,3,1,0,,IT,low,Stayed,0.87
9607,IND27965,97%,0.6,3,169,2,1,0,,product_mng,low,Stayed,0.97
9608,IND24357,56%,0.99,4,270,2,,0,,product_mng,low,Stayed,0.56
9609,IND42914,99%,0.81,4,246,3,1,0,,product_mng,low,Stayed,0.99
9610,IND19963,57%,0.66,4,151,2,,0,,product_mng,low,Stayed,0.57
9611,IND36123,100%,0.84,3,227,3,,0,,IT,low,Stayed,1
9612,IND36760,97%,0.74,3,134,3,1,0,,marketing,high,Stayed,0.97
9613,IND42411,81%,0.54,4,155,4,,0,,accounting,high,Stayed,0.81
9614,IND19384,76%,0.48,5,173,3,,0,,accounting,high,Stayed,0.76
9615,IND13353,95%,0.55,5,134,3,,0,,IT,medium,Stayed,0.95
9616,IND20793,81%,0.65,3,195,2,,0,,IT,medium,Stayed,0.81
9617,IND28938,80%,0.65,3,264,4,,0,,management,high,Stayed,0.8
9618,IND07673,72%,0.57,3,203,2,1,0,,marketing,medium,Stayed,0.72
9619,IND21458,68%,0.65,3,243,2,,0,,sales,medium,Stayed,0.68
9620,IND16668,21%,0.61,6,159,5,1,0,,accounting,medium,Stayed,0.21
9621,IND18887,46%,0.4,3,145,2,,0,,support,medium,Stayed,0.46
9622,IND37186,80%,0.7,3,238,2,,0,,technical,medium,Stayed,0.8
9623,IND26016,57%,0.64,4,151,2,,0,,management,medium,Stayed,0.57
9624,IND38074,58%,0.57,5,205,2,,0,,marketing,high,Stayed,0.58
9625,IND02704,91%,1,4,211,3,,0,,marketing,low,Stayed,0.91
9626,IND39972,63%,0.67,5,169,2,,0,,marketing,medium,Stayed,0.63
9627,IND30881,95%,0.86,2,263,4,,0,,sales,medium,Stayed,0.95
9628,IND11695,87%,0.67,5,143,3,,0,,sales,medium,Stayed,0.87
9629,IND18752,22%,0.53,5,160,4,1,0,,sales,medium,Stayed,0.22
9630,IND19797,95%,0.65,5,142,2,1,0,,sales,low,Stayed,0.95
9631,IND11047,18%,0.5,4,169,4,,0,,sales,low,Stayed,0.18
9632,IND41846,87%,0.63,5,214,3,,0,,sales,low,Stayed,0.87
9633,IND17154,23%,0.84,5,131,5,,0,,sales,low,Stayed,0.23
9634,IND39092,93%,0.69,3,213,4,,0,,sales,low,Stayed,0.93
9635,IND19168,58%,0.75,4,244,4,,0,,sales,low,Stayed,0.58
9636,IND31928,68%,0.55,4,169,3,1,0,,sales,low,Stayed,0.68
9637,IND18352,76%,0.71,4,156,3,,0,,sales,low,Stayed,0.76
9638,IND37473,68%,0.84,5,161,3,,0,,sales,low,Stayed,0.68
9639,IND10364,99%,0.47,3,152,5,,0,,sales,low,Stayed,0.99
9640,IND24115,64%,0.55,3,201,2,,0,,sales,low,Stayed,0.64
9641,IND37616,61%,0.83,5,269,5,1,0,,sales,low,Stayed,0.61
9642,IND24507,51%,0.5,5,242,2,,0,,sales,low,Stayed,0.51
9643,IND08121,69%,0.66,3,113,4,,0,,sales,low,Stayed,0.69
9644,IND16924,85%,0.6,3,251,2,,0,,sales,low,Stayed,0.85
9645,IND18851,55%,0.89,6,99,3,,0,,sales,low,Stayed,0.55
9646,IND40897,56%,0.89,4,263,3,,0,,accounting,low,Stayed,0.56
9647,IND27601,69%,0.68,4,214,4,,0,,accounting,low,Stayed,0.69
9648,IND28088,61%,0.46,4,172,3,,0,,accounting,low,Stayed,0.61
9649,IND42476,47%,0.65,4,172,2,,0,,hr,low,Stayed,0.47
9650,IND23541,58%,0.79,4,196,3,1,0,,hr,low,Stayed,0.58
9651,IND17543,16%,0.56,5,152,5,,0,,hr,medium,Stayed,0.16
9652,IND28891,53%,0.64,2,109,3,,0,,hr,medium,Stayed,0.53
9653,IND16165,82%,0.82,5,193,4,,0,,technical,medium,Stayed,0.82
9654,IND33348,68%,0.61,4,227,3,,0,,technical,medium,Stayed,0.68
9655,IND43874,60%,0.72,3,181,2,,0,,technical,medium,Stayed,0.6
9656,IND14863,93%,0.44,5,190,5,,0,,technical,medium,Stayed,0.93
9657,IND31638,58%,0.49,2,107,3,,0,,technical,medium,Stayed,0.58
9658,IND04383,61%,0.96,4,161,3,1,0,,technical,medium,Stayed,0.61
9659,IND06162,74%,0.71,4,243,3,,0,,technical,medium,Stayed,0.74
9660,IND18016,88%,0.91,3,157,2,,0,,technical,medium,Stayed,0.88
9661,IND26924,94%,0.8,6,147,3,,0,,technical,medium,Stayed,0.94
9662,IND28888,44%,0.46,3,121,3,,0,,technical,medium,Stayed,0.44
9663,IND44949,73%,0.52,3,274,2,,0,,technical,high,Stayed,0.73
9664,IND26482,90%,0.68,4,204,4,1,0,,support,low,Stayed,0.9
9665,IND37785,97%,0.49,3,199,2,,0,,support,medium,Stayed,0.97
9666,IND10979,86%,0.96,5,246,3,,0,,support,medium,Stayed,0.86
9667,IND26563,81%,0.98,3,141,3,,0,,support,medium,Stayed,0.81
9668,IND28197,24%,0.76,6,213,4,,0,,support,medium,Stayed,0.24
9669,IND34960,92%,0.97,4,199,3,,0,,support,low,Stayed,0.92
9670,IND36154,34%,0.62,2,257,6,1,0,,support,low,Stayed,0.34
9671,IND22941,95%,0.53,4,143,3,,0,,support,low,Stayed,0.95
9672,IND24390,94%,0.81,3,150,2,,0,,support,low,Stayed,0.94
9673,IND11294,54%,0.82,3,284,2,1,0,,support,low,Stayed,0.54
9674,IND13200,87%,0.57,3,149,3,,0,,support,low,Stayed,0.87
9675,IND14239,54%,0.74,4,160,6,,0,,technical,low,Stayed,0.54
9676,IND24708,75%,0.49,4,208,4,,0,,technical,low,Stayed,0.75
9677,IND40590,88%,1,3,248,3,,0,,technical,medium,Stayed,0.88
9678,IND42955,78%,0.86,3,210,3,,0,,management,medium,Stayed,0.78
9679,IND07975,88%,0.71,5,219,2,,0,,IT,medium,Stayed,0.88
9680,IND33701,51%,0.94,4,155,3,,0,,IT,medium,Stayed,0.51
9681,IND36650,31%,0.7,4,182,3,,0,,IT,medium,Stayed,0.31
9682,IND31957,22%,1,6,244,3,,0,,IT,medium,Stayed,0.22
9683,IND04121,56%,0.83,5,157,3,,0,,IT,medium,Stayed,0.56
9684,IND44796,38%,0.63,2,182,2,,0,,product_mng,medium,Stayed,0.38
9685,IND20334,56%,0.47,5,185,4,,0,,product_mng,medium,Stayed,0.56
9686,IND34127,55%,0.9,4,206,3,,0,,product_mng,medium,Stayed,0.55
9687,IND35542,74%,0.99,4,156,3,,0,,product_mng,medium,Stayed,0.74
9688,IND24580,64%,0.92,5,211,2,1,0,,IT,medium,Stayed,0.64
9689,IND21849,69%,0.91,6,247,6,,0,,RandD,medium,Stayed,0.69
9690,IND28043,99%,0.54,3,247,3,,0,,RandD,medium,Stayed,0.99
9691,IND08387,66%,0.75,4,235,3,,0,,RandD,medium,Stayed,0.66
9692,IND44027,79%,0.93,5,169,3,,0,,RandD,medium,Stayed,0.79
9693,IND03470,92%,0.54,3,246,3,,0,,RandD,medium,Stayed,0.92
9694,IND16054,84%,0.49,3,172,4,,0,,RandD,medium,Stayed,0.84
9695,IND20222,31%,0.59,4,218,5,,0,,marketing,medium,Stayed,0.31
9696,IND41842,34%,0.52,6,265,6,,0,,sales,medium,Stayed,0.34
9697,IND01355,88%,0.96,5,173,4,,0,,accounting,medium,Stayed,0.88
9698,IND02745,80%,0.84,3,195,3,,0,,support,medium,Stayed,0.8
9699,IND03840,75%,0.92,3,160,3,1,0,,technical,medium,Stayed,0.75
9700,IND40747,71%,0.7,4,237,4,,0,,management,medium,Stayed,0.71
9701,IND13437,66%,0.49,3,206,2,,0,,marketing,medium,Stayed,0.66
9702,IND05132,54%,0.72,6,222,5,,0,,marketing,high,Stayed,0.54
9703,IND17334,47%,0.4,3,113,3,,0,,marketing,high,Stayed,0.47
9704,IND34794,87%,0.79,3,244,3,,0,,sales,high,Stayed,0.87
9705,IND0634,90%,0.52,3,162,2,,0,,sales,high,Stayed,0.9
9706,IND29267,51%,0.63,3,234,2,,0,,sales,high,Stayed,0.51
9707,IND03865,62%,0.71,4,168,2,,0,,sales,high,Stayed,0.62
9708,IND15318,47%,0.43,3,120,3,,0,,sales,high,Stayed,0.47
9709,IND36525,59%,0.94,5,274,2,,0,,sales,high,Stayed,0.59
9710,IND03389,87%,0.62,4,202,3,,0,,sales,high,Stayed,0.87
9711,IND24033,59%,0.97,3,209,3,,0,,sales,high,Stayed,0.59
9712,IND32263,87%,0.71,6,224,6,,0,,sales,high,Stayed,0.87
9713,IND02810,89%,0.93,3,168,2,,0,,sales,high,Stayed,0.89
9714,IND24076,73%,0.68,4,227,3,,0,,sales,low,Stayed,0.73
9715,IND19564,79%,0.98,3,217,3,,0,,sales,low,Stayed,0.79
9716,IND01527,80%,0.74,2,205,3,1,0,,sales,low,Stayed,0.8
9717,IND14213,73%,0.89,5,223,3,,0,,sales,low,Stayed,0.73
9718,IND22114,96%,0.9,3,175,3,1,0,,sales,low,Stayed,0.96
9719,IND20628,66%,0.96,3,175,2,,0,,sales,low,Stayed,0.66
9720,IND25916,53%,0.97,4,254,3,,0,,sales,low,Stayed,0.53
9721,IND28784,86%,0.56,5,215,2,,0,,sales,low,Stayed,0.86
9722,IND43214,92%,0.86,3,166,4,,0,,sales,low,Stayed,0.92
9723,IND43985,31%,0.95,5,205,3,,0,,accounting,low,Stayed,0.31
9724,IND09750,69%,0.73,4,233,2,,0,,accounting,low,Stayed,0.69
9725,IND01903,70%,0.83,3,189,3,,0,,accounting,low,Stayed,0.7
9726,IND17212,63%,0.74,4,202,3,,0,,hr,low,Stayed,0.63
9727,IND38084,24%,0.53,6,165,5,,0,,hr,low,Stayed,0.24
9728,IND42146,13%,0.94,4,213,5,1,0,,hr,low,Stayed,0.13
9729,IND02111,47%,0.41,2,140,3,,0,,hr,medium,Stayed,0.47
9730,IND14932,53%,0.58,4,251,2,,0,,technical,medium,Stayed,0.53
9731,IND15052,96%,0.96,5,243,3,,0,,technical,medium,Stayed,0.96
9732,IND36625,92%,0.88,4,111,4,,0,,technical,medium,Stayed,0.92
9733,IND03367,56%,0.59,3,178,2,,0,,technical,medium,Stayed,0.56
9734,IND43398,51%,0.88,5,230,4,,0,,technical,medium,Stayed,0.51
9735,IND18808,22%,0.85,6,172,6,1,0,,technical,medium,Stayed,0.22
9736,IND35043,83%,0.92,3,268,2,1,0,,technical,medium,Stayed,0.83
9737,IND05410,85%,0.48,2,208,4,,0,,technical,medium,Stayed,0.85
9738,IND20168,85%,0.92,3,188,4,,0,,technical,medium,Stayed,0.85
9739,IND31794,85%,0.9,5,247,2,,0,,technical,medium,Stayed,0.85
9740,IND40979,73%,0.82,4,205,4,,0,,technical,medium,Stayed,0.73
9741,IND20332,18%,0.52,3,213,4,,0,,support,high,Stayed,0.18
9742,IND33338,63%,0.87,4,145,3,1,0,,support,high,Stayed,0.63
9743,IND33817,50%,0.48,2,106,2,,0,,support,high,Stayed,0.5
9744,IND28211,63%,0.47,3,180,3,1,0,,support,high,Stayed,0.63
9745,IND44397,15%,0.95,4,251,5,,0,,support,high,Stayed,0.15
9746,IND21596,96%,0.69,4,156,5,,0,,support,high,Stayed,0.96
9747,IND17696,96%,0.91,5,179,2,,0,,support,high,Stayed,0.96
9748,IND16409,31%,0.51,4,229,6,,0,,support,high,Stayed,0.31
9749,IND20301,59%,0.49,4,149,4,,0,,support,low,Stayed,0.59
9750,IND25514,75%,0.98,4,198,3,,0,,support,low,Stayed,0.75
9751,IND29021,96%,0.51,3,241,6,1,0,,support,low,Stayed,0.96
9752,IND32480,69%,0.67,4,156,3,,0,,technical,low,Stayed,0.69
9753,IND13018,92%,0.89,3,220,2,,0,,technical,low,Stayed,0.92
9754,IND19120,96%,0.82,5,185,3,,0,,technical,low,Stayed,0.96
9755,IND28560,67%,0.7,4,222,3,,0,,management,low,Stayed,0.67
9756,IND21668,49%,0.56,3,221,3,1,0,,IT,low,Stayed,0.49
9757,IND43147,85%,0.65,4,280,3,1,0,,IT,medium,Stayed,0.85
9758,IND44373,85%,0.53,3,250,3,,0,,IT,medium,Stayed,0.85
9759,IND11527,91%,0.77,4,167,3,1,0,,IT,medium,Stayed,0.91
9760,IND05589,70%,0.48,4,238,3,,0,,IT,medium,Stayed,0.7
9761,IND30877,98%,0.99,4,132,2,,0,,product_mng,medium,Stayed,0.98
9762,IND38782,48%,0.48,2,245,5,,0,,product_mng,medium,Stayed,0.48
9763,IND16838,39%,0.6,2,161,2,,0,,product_mng,medium,Stayed,0.39
9764,IND20187,66%,0.89,3,242,3,,0,,product_mng,medium,Stayed,0.66
9765,IND34509,60%,0.61,3,104,5,,0,,IT,medium,Stayed,0.6
9766,IND25799,88%,0.9,4,152,4,,0,,RandD,medium,Stayed,0.88
9767,IND16365,85%,0.83,3,226,2,,0,,RandD,medium,Stayed,0.85
9768,IND15464,76%,0.81,3,175,3,,0,,RandD,medium,Stayed,0.76
9769,IND07397,100%,0.67,5,241,4,,0,,RandD,medium,Stayed,1
9770,IND26939,79%,0.74,2,158,3,,0,,RandD,medium,Stayed,0.79
9771,IND30692,63%,0.52,5,226,4,,0,,marketing,medium,Stayed,0.63
9772,IND10420,50%,0.83,2,220,2,1,0,,sales,medium,Stayed,0.5
9773,IND16134,83%,0.74,4,233,3,,0,,accounting,medium,Stayed,0.83
9774,IND15325,71%,0.81,3,141,3,,0,,support,medium,Stayed,0.71
9775,IND20810,94%,0.87,4,157,3,,0,,technical,medium,Stayed,0.94
9776,IND22056,56%,0.57,2,112,4,,0,,management,medium,Stayed,0.56
9777,IND24803,78%,0.71,4,216,2,,0,,marketing,medium,Stayed,0.78
9778,IND42684,34%,0.46,5,131,3,,0,,marketing,medium,Stayed,0.34
9779,IND20580,62%,0.67,3,212,3,,0,,marketing,medium,Stayed,0.62
9780,IND18181,82%,0.74,3,163,2,,0,,sales,high,Stayed,0.82
9781,IND26812,42%,0.5,2,151,3,,0,,sales,low,Stayed,0.42
9782,IND03807,51%,0.79,3,137,3,,0,,sales,medium,Stayed,0.51
9783,IND09257,63%,0.78,2,158,5,1,0,,sales,medium,Stayed,0.63
9784,IND09611,43%,0.81,3,102,3,,0,,sales,medium,Stayed,0.43
9785,IND37107,50%,0.49,5,256,3,,0,,sales,medium,Stayed,0.5
9786,IND06249,81%,0.87,4,203,2,,0,,sales,medium,Stayed,0.81
9787,IND19817,63%,0.7,5,177,2,1,0,,sales,medium,Stayed,0.63
9788,IND41733,86%,0.7,4,197,3,,0,,sales,medium,Stayed,0.86
9789,IND14018,92%,0.91,3,202,2,,0,,sales,medium,Stayed,0.92
9790,IND11483,72%,0.78,3,229,2,,0,,sales,medium,Stayed,0.72
9791,IND17630,78%,0.63,4,181,2,,0,,sales,medium,Stayed,0.78
9792,IND02323,76%,0.65,3,254,2,,0,,sales,low,Stayed,0.76
9793,IND05509,84%,0.63,2,162,3,,0,,sales,low,Stayed,0.84
9794,IND19053,78%,0.54,4,102,3,,0,,sales,low,Stayed,0.78
9795,IND03349,57%,0.59,4,197,3,,0,,sales,low,Stayed,0.57
9796,IND05985,15%,0.42,3,98,3,,0,,sales,low,Stayed,0.15
9797,IND14271,69%,0.77,3,232,2,,0,,sales,low,Stayed,0.69
9798,IND14768,73%,0.6,3,252,4,1,0,,sales,low,Stayed,0.73
9799,IND37946,96%,0.54,5,161,3,1,0,,accounting,high,Stayed,0.96
9800,IND05442,91%,0.78,4,169,4,,0,,accounting,low,Stayed,0.91
9801,IND07671,58%,0.97,2,216,3,,0,,accounting,high,Stayed,0.58
9802,IND16280,84%,0.56,3,266,3,,0,,hr,high,Stayed,0.84
9803,IND04499,51%,0.58,3,141,3,,0,,hr,low,Stayed,0.51
9804,IND20338,71%,0.95,4,249,3,,0,,hr,low,Stayed,0.71
9805,IND24316,63%,0.82,5,268,3,,0,,hr,high,Stayed,0.63
9806,IND41570,66%,0.51,3,192,3,,0,,technical,low,Stayed,0.66
9807,IND23454,50%,0.8,6,201,5,,0,,technical,medium,Stayed,0.5
9808,IND19583,56%,0.89,3,163,3,1,0,,technical,high,Stayed,0.56
9809,IND02002,57%,0.46,3,167,4,,0,,technical,medium,Stayed,0.57
9810,IND08896,70%,0.65,5,202,3,1,0,,technical,medium,Stayed,0.7
9811,IND11203,84%,0.62,5,245,4,,0,,technical,medium,Stayed,0.84
9812,IND25350,33%,0.59,3,243,2,,0,,technical,medium,Stayed,0.33
9813,IND32445,64%,0.94,3,204,2,,0,,technical,high,Stayed,0.64
9814,IND15872,93%,0.54,4,239,2,,0,,technical,medium,Stayed,0.93
9815,IND09885,100%,0.58,4,229,2,1,0,,technical,medium,Stayed,1
9816,IND17513,91%,0.49,3,213,4,,0,,technical,medium,Stayed,0.91
9817,IND32998,56%,0.59,5,254,4,,0,,support,high,Stayed,0.56
9818,IND42213,62%,0.52,6,253,4,,0,,support,medium,Stayed,0.62
9819,IND44448,98%,0.68,4,253,3,,0,,support,high,Stayed,0.98
9820,IND26761,96%,0.85,5,211,4,,0,,support,low,Stayed,0.96
9821,IND37200,61%,0.99,5,98,2,,0,,support,medium,Stayed,0.61
9822,IND43346,92%,0.66,4,133,3,,0,,support,medium,Stayed,0.92
9823,IND22087,58%,0.67,5,265,3,,0,,support,medium,Stayed,0.58
9824,IND37025,47%,0.49,2,112,3,1,0,,support,medium,Stayed,0.47
9825,IND09342,87%,0.7,3,224,3,,0,,support,low,Stayed,0.87
9826,IND23409,80%,0.64,5,180,2,,0,,support,low,Stayed,0.8
9827,IND27122,54%,0.53,3,203,2,,0,,support,low,Stayed,0.54
9828,IND35187,14%,0.83,6,275,6,,0,,technical,low,Stayed,0.14
9829,IND37318,98%,0.76,5,168,3,,0,,technical,low,Stayed,0.98
9830,IND04088,13%,0.58,4,203,4,,0,,technical,low,Stayed,0.13
9831,IND16900,64%,0.81,3,209,3,,0,,management,low,Stayed,0.64
9832,IND28201,91%,0.75,3,166,2,,0,,IT,low,Stayed,0.91
9833,IND29474,24%,0.71,3,187,5,,0,,IT,low,Stayed,0.24
9834,IND04859,34%,0.42,6,287,5,1,0,,IT,low,Stayed,0.34
9835,IND28268,51%,0.85,2,248,4,,0,,IT,high,Stayed,0.51
9836,IND30659,91%,0.7,3,193,2,,0,,IT,low,Stayed,0.91
9837,IND21358,86%,0.9,4,162,3,,0,,product_mng,low,Stayed,0.86
9838,IND32959,100%,0.61,3,188,4,,0,,product_mng,low,Stayed,1
9839,IND10428,37%,0.41,6,101,3,,0,,product_mng,low,Stayed,0.37
9840,IND26044,46%,0.73,6,256,4,,0,,product_mng,high,Stayed,0.46
9841,IND36338,86%,0.8,5,134,2,,0,,IT,low,Stayed,0.86
9842,IND07773,36%,0.68,2,126,4,,0,,marketing,high,Stayed,0.36
9843,IND44146,52%,0.93,2,243,3,,0,,accounting,high,Stayed,0.52
9844,IND12125,51%,0.73,3,205,4,,0,,accounting,high,Stayed,0.51
9845,IND35994,69%,0.94,5,259,2,,0,,IT,medium,Stayed,0.69
9846,IND39770,67%,0.5,5,219,3,,0,,IT,medium,Stayed,0.67
9847,IND19730,60%,0.99,5,161,3,,0,,management,high,Stayed,0.6
9848,IND21042,71%,0.57,3,207,3,,0,,marketing,medium,Stayed,0.71
9849,IND09066,65%,0.79,3,201,3,1,0,,sales,high,Stayed,0.65
9850,IND25989,48%,0.92,3,234,3,,0,,accounting,medium,Stayed,0.48
9851,IND35032,67%,0.58,4,158,3,,0,,support,medium,Stayed,0.67
9852,IND41923,68%,0.63,5,185,4,,0,,technical,medium,Stayed,0.68
9853,IND23737,74%,0.85,3,176,3,,0,,management,medium,Stayed,0.74
9854,IND33110,90%,0.77,5,163,3,,0,,marketing,medium,Stayed,0.9
9855,IND38763,67%,0.83,3,171,3,1,0,,marketing,medium,Stayed,0.67
9856,IND07300,64%,0.66,5,163,4,,0,,marketing,medium,Stayed,0.64
9857,IND12042,54%,0.87,4,163,3,,0,,sales,medium,Stayed,0.54
9858,IND19204,60%,0.73,2,180,2,,0,,sales,high,Stayed,0.6
9859,IND01262,72%,0.67,3,243,3,,0,,sales,low,Stayed,0.72
9860,IND37282,97%,0.49,4,213,2,,0,,sales,medium,Stayed,0.97
9861,IND34086,99%,0.89,3,273,2,,0,,sales,medium,Stayed,0.99
9862,IND08922,75%,0.93,4,195,3,,0,,sales,medium,Stayed,0.75
9863,IND28006,84%,0.98,4,246,3,,0,,sales,medium,Stayed,0.84
9864,IND04110,76%,0.5,3,196,3,1,0,,sales,medium,Stayed,0.76
9865,IND27479,96%,0.51,5,205,2,1,0,,sales,medium,Stayed,0.96
9866,IND40674,12%,0.81,4,287,6,,0,,sales,medium,Stayed,0.12
9867,IND22206,54%,0.79,3,211,3,,0,,sales,medium,Stayed,0.54
9868,IND28206,69%,0.98,3,261,4,,0,,sales,medium,Stayed,0.69
9869,IND05227,77%,0.71,5,204,3,,0,,sales,high,Stayed,0.77
9870,IND40483,96%,0.86,2,163,3,,0,,sales,low,Stayed,0.96
9871,IND41015,53%,0.62,4,162,2,,0,,sales,low,Stayed,0.53
9872,IND19879,54%,0.72,4,259,2,1,0,,sales,low,Stayed,0.54
9873,IND02070,89%,0.64,4,151,5,,0,,sales,high,Stayed,0.89
9874,IND03428,52%,0.84,2,266,2,,0,,sales,low,Stayed,0.52
9875,IND03602,29%,0.65,5,110,5,1,0,,sales,low,Stayed,0.29
9876,IND38242,93%,0.6,4,271,3,,0,,accounting,low,Stayed,0.93
9877,IND06441,71%,0.68,4,208,2,,0,,accounting,high,Stayed,0.71
9878,IND05449,23%,0.5,2,150,6,,0,,accounting,low,Stayed,0.23
9879,IND12396,89%,0.96,3,122,4,,0,,hr,low,Stayed,0.89
9880,IND19708,51%,0.5,4,246,3,,0,,hr,low,Stayed,0.51
9881,IND09763,27%,0.64,2,188,3,,0,,hr,low,Stayed,0.27
9882,IND06733,90%,0.53,3,167,3,,0,,hr,low,Stayed,0.9
9883,IND14507,88%,0.57,4,261,4,,0,,technical,low,Stayed,0.88
9884,IND23878,91%,0.83,4,235,3,,0,,technical,low,Stayed,0.91
9885,IND06937,65%,0.63,4,199,2,,0,,technical,medium,Stayed,0.65
9886,IND01103,68%,0.5,4,166,4,1,0,,technical,medium,Stayed,0.68
9887,IND30135,58%,0.63,4,272,3,,0,,technical,medium,Stayed,0.58
9888,IND40643,68%,0.62,3,158,3,,0,,technical,medium,Stayed,0.68
9889,IND07976,59%,0.76,3,264,3,,0,,technical,medium,Stayed,0.59
9890,IND08557,56%,0.57,5,274,3,,0,,technical,medium,Stayed,0.56
9891,IND17921,74%,0.44,5,169,3,1,0,,technical,medium,Stayed,0.74
9892,IND20761,50%,0.91,4,148,2,,0,,technical,medium,Stayed,0.5
9893,IND03236,85%,0.65,4,162,2,,0,,technical,medium,Stayed,0.85
9894,IND26803,57%,0.48,5,221,3,,0,,support,medium,Stayed,0.57
